Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,0
1.5,1.85812
2.5,0
3.5,0
4.5,0
5.5,0
6.5,13.9851
7.5,0
8.5,37.2129
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,93.9423
19.5,276.005
20.5,267.722
21.5,309.462
22.5,381.969
23.5,394.26
24.5,316.609
25.5,271.577
26.5,38.0089
27.5,0
28.5,0
29.5,6.46061
30.5,0
31.5,0
32.5,0
33.5,3.13776
34.5,0
35.5,0
36.5,0
37.5,0
38.5,48.3891
39.5,106.941
40.5,170.721
41.5,206.653
42.5,521.476
43.5,408.186
44.5,725.579
45.5,1235.17
46.5,1186.2
47.5,1123.68
48.5,867.263
49.5,532.372
50.5,114.683
51.5,70.0318
52.5,152.333
53.5,112.681
54.5,0
55.5,0
56.5,0
57.5,53.3821
58.5,0
59.5,50.0536
60.5,37.4823
61.5,21.3957
62.5,36.7518
63.5,0
64.5,0
65.5,0
66.5,0
67.5,6.57754
68.5,55.9058
69.5,67.0861
70.5,47.4438
71.5,98.6909
72.5,141.07
73.5,161.555
74.5,135.801
75.5,130.72
76.5,96.9295
77.5,66.6859
78.5,35.8083
79.5,0
80.5,0
81.5,0
82.5,0
83.5,0
84.5,0
85.5,0
86.5,0
87.5,62.2551
88.5,151.225
89.5,197.249
90.5,459.258
91.5,739.749
92.5,679.714
93.5,1021.64
94.5,1147.75
95.5,1183.38
96.5,1178.6
97.5,952.099
98.5,899.229
99.5,667.676
100.5,525.521
101.5,447.789
102.5,255.3
103.5,334.738
104.5,317.365
105.5,113.379
106.5,29.2982
107.5,14.2794
108.5,40.5967
109.5,55.9378
110.5,34.2701
111.5,0
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,0
120.5,22.9464
121.5,0
122.5,0
123.5,0
124.5,0
125.5,84.2026
126.5,76.3565
127.5,73.0804
128.5,107.447
129.5,42.7148
130.5,0
131.5,0
132.5,9.02812
133.5,53.8001
134.5,52.0637
135.5,46.5561
136.5,46.8854
137.5,39.7626
138.5,33.7644
139.5,91.1477
140.5,113.476
141.5,105.103
142.5,129.702
143.5,117.516
144.5,38.8689
145.5,29.5574
146.5,28.2238
147.5,0
148.5,0
149.5,40.4391
150.5,68.5087
151.5,59.4944
152.5,103.595
153.5,308.417
154.5,76.3782
155.5,60.7949
156.5,280.832
157.5,201.459
158.5,159.398
159.5,164.203
160.5,181.634
161.5,137.874
162.5,185.579
163.5,27.2891
164.5,0
165.5,0
166.5,0
167.5,0
168.5,30.4381
169.5,125.695
170.5,15.5678
171.5,3.8844
172.5,67.1221
173.5,120.553
174.5,165.905
175.5,288.711
176.5,376.77
177.5,464.84
178.5,300.795
179.5,374.622
180.5,480.367
181.5,580.765
182.5,752.526
183.5,885.869
184.5,915.33
185.5,811.813
186.5,893.411
187.5,898.881
188.5,1129.45
189.5,1131.71
190.5,1195.89
191.5,1216.89
192.5,1174
193.5,1078.02
194.5,1132.77
195.5,1136.18
196.5,1175.42
197.5,1210.09
198.5,1177.52
199.5,1188.11
200.5,1088.07
201.5,714.346
202.5,592.414
203.5,740.152
204.5,647.778
205.5,519.897
206.5,413.339
207.5,334.919
