Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,900.48
1.5,911.721
2.5,352.169
3.5,376.416
4.5,356.175
5.5,544.72
6.5,486.234
7.5,212.993
8.5,109.518
9.5,0
10.5,44.2156
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,0
34.5,0
35.5,0
36.5,0
37.5,109.91
38.5,119.071
39.5,141.519
40.5,119.223
41.5,102.982
42.5,208.784
43.5,406.71
44.5,497.052
45.5,457.251
46.5,537.795
47.5,614.963
48.5,663.208
49.5,756.099
50.5,773.514
51.5,873.029
52.5,877.182
53.5,968.3
54.5,1020.47
55.5,1007.68
56.5,850.868
57.5,945.675
58.5,431.139
59.5,397.036
60.5,287.753
61.5,187.405
62.5,145.543
63.5,100.565
64.5,39.6321
65.5,9.26413
66.5,8.80544
67.5,112.563
68.5,474.054
69.5,802.7
70.5,701.717
71.5,353.973
72.5,396.956
73.5,441.09
74.5,635.905
75.5,747.154
76.5,546.717
77.5,413.413
78.5,452.533
79.5,340.726
80.5,354.905
81.5,224.308
82.5,108.546
83.5,41.7721
84.5,31.6386
85.5,47.3281
86.5,24.2375
87.5,0
88.5,0
89.5,0
90.5,0
91.5,114.283
92.5,229.246
93.5,324.757
94.5,281.159
95.5,322.96
96.5,421.49
97.5,322.569
98.5,454.052
99.5,631.524
100.5,589.615
101.5,614.761
102.5,503.591
103.5,448.235
104.5,389.126
105.5,226.017
106.5,19.9206
107.5,0
108.5,0
109.5,42.1318
110.5,74.2682
111.5,76.5224
112.5,131.493
113.5,175.632
114.5,520.561
115.5,851.056
116.5,853.028
117.5,961.936
118.5,810.872
119.5,809.184
120.5,941.579
121.5,772.776
122.5,943.193
123.5,921.112
124.5,729.472
125.5,513.097
126.5,536.382
127.5,513.993
128.5,917.119
129.5,945.295
130.5,728.88
131.5,693.628
132.5,751.778
133.5,852.228
134.5,920.37
135.5,942.843
136.5,841.961
137.5,478.073
138.5,565.262
139.5,629.936
140.5,663.196
141.5,727.886
142.5,546.049
143.5,560.703
144.5,521.757
145.5,361.291
146.5,370.167
147.5,209.104
148.5,211.514
149.5,265.671
150.5,184.065
151.5,59.8753
152.5,0
153.5,0
154.5,0
155.5,0
156.5,0
157.5,0
158.5,39.6775
159.5,69.0942
160.5,142.953
161.5,111.938
162.5,166.232
163.5,344.376
164.5,288.611
165.5,325.758
166.5,458.004
167.5,506.066
168.5,508.727
169.5,497.413
170.5,0
171.5,14.321
172.5,58.4428
173.5,24.8874
174.5,121.248
175.5,224.434
176.5,248.12
177.5,310.722
178.5,309.608
179.5,278.973
180.5,295.601
181.5,353.115
182.5,437.698
183.5,401.956
184.5,505.669
185.5,316
186.5,247.889
187.5,187.509
188.5,218.222
189.5,191.441
190.5,176.113
191.5,186.87
192.5,155.238
193.5,139.083
194.5,160.623
195.5,170.495
196.5,140.3
197.5,129.523
198.5,83.0318
199.5,78.8027
200.5,103.421
201.5,11.5936
202.5,52.3251
203.5,99.8019
204.5,73.5506
205.5,73.8363
206.5,55.7034
207.5,36.9538
208.5,49.0066
209.5,28.8937
210.5,17.2271
211.5,65.2451
212.5,128.307
213.5,193.345
214.5,169.898
215.5,94.0724
216.5,175.992
217.5,375.261
218.5,451.564
219.5,471
220.5,276.961
221.5,225.728
222.5,158.842
223.5,184.947
224.5,248.396
225.5,206.395
226.5,147.849
227.5,187.286
228.5,178.305
229.5,185.454
230.5,192.976
231.5,122.874
232.5,108.708
233.5,0
234.5,25.1615
235.5,160.626
236.5,315.646
237.5,405.879
238.5,408.165
239.5,434.236
240.5,456.299
241.5,345.556
242.5,205.306
243.5,131.613
244.5,81.0877
245.5,411.136
246.5,799.943
247.5,1053.26
248.5,1076.71
249.5,1234.42
250.5,1251.6
251.5,1249.17
252.5,1251.67
253.5,1251.67
254.5,1251.67
255.5,1248.42
256.5,1251.67
257.5,1249.06
258.5,1189.71
259.5,1054.56
260.5,1095.94
261.5,1091.86
262.5,1177.46
263.5,1164.13
264.5,927.962
265.5,420.697
266.5,228.698
267.5,398.917
268.5,508.907
269.5,815.914
270.5,403.321
271.5,330.243
272.5,328.866
273.5,569.589
274.5,400.073
275.5,216.408
276.5,190.245
277.5,123.866
278.5,167.056
279.5,168.18
280.5,107.167
281.5,40.8699
282.5,80.9383
283.5,295.208
284.5,376.969
285.5,464.766
286.5,360.628
287.5,256.416
288.5,0
289.5,0
290.5,0
291.5,0
292.5,0
293.5,0
294.5,0
295.5,0
296.5,52.5687
297.5,96.8765
298.5,14.8112
299.5,39.2784
300.5,31.9443
301.5,40.1874
302.5,55.3587
303.5,55.1217
304.5,67.8432
305.5,107.581
306.5,72.3796
307.5,193.993
308.5,343.617
309.5,504.448
310.5,469.575
311.5,504.063
312.5,393.728
313.5,284.604
314.5,352.492
315.5,651.156
316.5,540.858
317.5,433.139
318.5,322.542
319.5,122.565
320.5,59.2405
321.5,161.847
322.5,0
323.5,0
324.5,0
325.5,0
326.5,0
327.5,50.9695
328.5,108.609
329.5,165.639
330.5,498.871
331.5,446.918
332.5,482.493
333.5,404.807
334.5,458.132
335.5,735
336.5,722.755
337.5,1010.76
338.5,717.05
339.5,843.421
340.5,1188.01
341.5,1112.98
342.5,1057.09
343.5,1025.7
344.5,1211.19
345.5,1212.79
346.5,1173.44
347.5,1213.43
348.5,1165
349.5,1186.97
350.5,1222.67
351.5,1248.14
352.5,1251.59
353.5,1234.37
354.5,1190.87
355.5,1142.87
356.5,1239.15
357.5,1251.67
358.5,1164.17
359.5,1229.48
360.5,834.342
361.5,884.082
362.5,622.82
363.5,623.925
364.5,348.253
365.5,664.192
366.5,749.797
367.5,747.351
368.5,892.855
369.5,1157.27
370.5,915.162
371.5,1140.38
372.5,1183.75
373.5,1248.01
374.5,1251.67
375.5,1251.67
376.5,1251.67
377.5,1218.9
378.5,1059.1
379.5,980.287
380.5,780.941
381.5,512.785
382.5,306.02
383.5,495.565
384.5,651.415
385.5,609.044
386.5,947.644
387.5,831.086
388.5,375.011
389.5,515.176
390.5,873.99
391.5,686.196
392.5,363.91
393.5,375.366
394.5,229.114
395.5,198.378
396.5,149.853
397.5,51.2384
398.5,0
399.5,0
400.5,0
401.5,0
402.5,100.019
403.5,151.75
404.5,319.214
405.5,201.074
406.5,418.283
407.5,598.01
408.5,558.856
409.5,631.972
410.5,946.267
411.5,506.205
412.5,355.381
413.5,376.28
414.5,338.153
415.5,175.135
416.5,804.187
417.5,320.98
418.5,458.704
419.5,403.408
420.5,275.909
421.5,287.806
422.5,411.151
423.5,323.112
424.5,323.265
425.5,232.484
426.5,382.286
427.5,481.967
428.5,755.903
429.5,912.692
430.5,1163.05
431.5,1234.47
432.5,1251.67
433.5,1251.12
434.5,1251.18
435.5,1174.67
436.5,1222.08
437.5,1181.29
438.5,461.325
439.5,54.4671
440.5,426.641
441.5,561.408
442.5,249.915
443.5,63.9664
444.5,85.755
445.5,0
446.5,0
447.5,5.51378
448.5,134.663
449.5,234.273
450.5,666.925
451.5,1043.08
452.5,799.861
453.5,924.058
454.5,998.194
455.5,970.185
456.5,464.317
457.5,456.663
458.5,271.797
459.5,352.067
460.5,799.287
461.5,1229.81
462.5,1175.1
463.5,1150
464.5,1188.58
465.5,1098.63
466.5,703.424
467.5,139.251
468.5,116.261
469.5,315.21
470.5,76.5344
471.5,40.0669
472.5,39.1132
473.5,219.867
474.5,332.145
475.5,393.744
476.5,197.482
477.5,292.842
478.5,147.883
479.5,257.405
480.5,312.895
481.5,238.399
482.5,52.4898
483.5,0
484.5,0
485.5,0
486.5,0
487.5,38.0129
488.5,67.6643
489.5,134.439
490.5,226.006
491.5,426.888
492.5,666.118
493.5,965.587
494.5,1027.21
495.5,1170.26
496.5,1159.36
497.5,985.57
498.5,1109.25
499.5,1109.4
500.5,1018.69
501.5,1084.59
502.5,544.931
503.5,652.875
504.5,475.88
505.5,150.633
506.5,942.102
507.5,262.637
508.5,149.941
509.5,132.316
510.5,1163.01
511.5,1222.9
512.5,1088.02
513.5,1251.67
514.5,1251.67
515.5,1251.67
516.5,1251.67
517.5,1251.67
518.5,1249.12
519.5,1251.67
520.5,1251.67
521.5,1169.67
522.5,521.484
523.5,318.583
524.5,237.228
525.5,155.899
526.5,102.37
527.5,146.044
528.5,125.929
529.5,13.8395
530.5,0
531.5,0
532.5,0
533.5,0
534.5,88.0793
535.5,189.877
536.5,259.706
537.5,330.212
538.5,502.754
539.5,650.895
540.5,409.891
541.5,195.586
542.5,256.522
543.5,170.523
544.5,509.534
545.5,255.239
546.5,560.742
547.5,509.451
548.5,352.781
549.5,859.485
550.5,888.812
551.5,1015.46
552.5,1131.07
553.5,671.019
554.5,487.99
555.5,256.501
556.5,258.913
557.5,361.228
558.5,342.994
559.5,258.32
560.5,261.554
561.5,213.779
562.5,141.044
563.5,121.894
564.5,134.994
565.5,120.808
566.5,217
567.5,338.613
568.5,376.227
569.5,289.633
570.5,147.892
571.5,0
572.5,24.5119
573.5,77.3543
574.5,1139.21
575.5,1004.35
576.5,1054.97
577.5,1014.17
578.5,840.722
579.5,1125.37
580.5,1084.91
581.5,1055.53
582.5,1113
583.5,943.177
584.5,801.913
585.5,690.026
586.5,659.291
587.5,759.174
588.5,677.288
589.5,605.271
590.5,484.556
591.5,436.366
592.5,393.353
593.5,287.366
594.5,239.369
595.5,244.207
596.5,125.267
597.5,0
598.5,20.9511
599.5,33.0115
600.5,59.009
601.5,351.65
602.5,623.74
603.5,669.248
604.5,408.136
605.5,476.911
606.5,625.112
607.5,940.04
608.5,692.474
609.5,451.742
610.5,114.278
611.5,0
612.5,10.9007
613.5,0
