Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,78.2656
1.5,86.6718
2.5,97.5007
3.5,89.4461
4.5,108.71
5.5,95.2566
6.5,78.738
7.5,0
8.5,0
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,80.3891
19.5,248.471
20.5,258.733
21.5,261.195
22.5,241.002
23.5,223.072
24.5,228.993
25.5,184.894
26.5,0
27.5,0
28.5,0
29.5,0
30.5,30.7659
31.5,0
32.5,0
33.5,46.3033
34.5,0
35.5,0
36.5,0
37.5,0
38.5,35.7827
39.5,98.06
40.5,163.043
41.5,276.532
42.5,348.34
43.5,209.104
44.5,351.566
45.5,846.157
46.5,578.497
47.5,762.099
48.5,403.012
49.5,318.713
50.5,235.876
51.5,258.373
52.5,504.96
53.5,565.909
54.5,229.886
55.5,0
56.5,35.8611
57.5,102.12
58.5,61.93
59.5,58.7191
60.5,50.6997
61.5,49.2455
62.5,48.4578
63.5,40.6123
64.5,0
65.5,0
66.5,15.3192
67.5,83.273
68.5,58.1946
69.5,120.349
70.5,154.369
71.5,167.827
72.5,223.921
73.5,264.267
74.5,239.133
75.5,197.606
76.5,148.282
77.5,104.813
78.5,73.0254
79.5,39.8468
80.5,0
81.5,0
82.5,0
83.5,0
84.5,0
85.5,0
86.5,0
87.5,58.0218
88.5,131.579
89.5,146.365
90.5,408.227
91.5,330.817
92.5,878.489
93.5,692.742
94.5,1073.7
95.5,1024.75
96.5,933.13
97.5,885.22
98.5,658.366
99.5,585.029
100.5,495.989
101.5,467.581
102.5,218.089
103.5,486.043
104.5,529.383
105.5,178.15
106.5,123.473
107.5,72.74
108.5,70.9706
109.5,84.0586
110.5,50.1716
111.5,4.89941
112.5,0
113.5,0
114.5,0
115.5,0
116.5,0
117.5,0
118.5,0
119.5,100.245
120.5,163.563
121.5,117.212
122.5,31.9701
123.5,47.5612
124.5,70.4261
125.5,123.795
126.5,109.839
127.5,35.9178
128.5,65.8521
129.5,0
130.5,0
131.5,0
132.5,0
133.5,45.1347
134.5,55.5365
135.5,60.7604
136.5,56.3547
137.5,6.08885
138.5,81.1892
139.5,109.038
140.5,163.37
141.5,148.149
142.5,155.978
143.5,93.1775
144.5,47.5553
145.5,53.6609
146.5,51.8462
147.5,55.2568
148.5,61.4759
149.5,158.242
150.5,206.913
151.5,271.489
152.5,369.274
153.5,541.046
154.5,160.07
155.5,136.533
156.5,274.904
157.5,234.2
158.5,122.484
159.5,174.023
160.5,137.427
161.5,112.736
162.5,77.5152
163.5,95.7598
164.5,51.0317
165.5,0
166.5,0
167.5,0
168.5,0
169.5,0
170.5,0
171.5,0
172.5,0
173.5,41.1394
174.5,98.1483
175.5,172.618
176.5,424.34
177.5,351.169
178.5,65.6635
179.5,327.613
180.5,469.731
181.5,545.709
182.5,709.051
183.5,732.395
184.5,732.395
185.5,437.446
186.5,346.79
187.5,559.254
188.5,645.979
189.5,737.03
190.5,739.898
191.5,887.686
192.5,781.245
193.5,574.214
194.5,597.365
195.5,606.968
196.5,753.273
197.5,862.256
198.5,658.711
199.5,697.389
200.5,989.098
201.5,539.985
202.5,435.227
203.5,566.65
204.5,603.691
205.5,467.642
206.5,350.149
207.5,288.873
208.5,155.272
209.5,327.009
210.5,413.793
211.5,605.794
212.5,572.019
213.5,562.38
214.5,33.0126
215.5,132.955
216.5,17.3855
217.5,46.8935
218.5,31.3952
219.5,61.8714
220.5,79.2408
221.5,81.1018
222.5,70.5561
223.5,87.4152
224.5,193.64
225.5,320.856
226.5,388.372
227.5,406.418
228.5,416.92
229.5,512.506
230.5,500.507
231.5,406.619
232.5,462.522
233.5,438.874
234.5,332.259
235.5,498.808
236.5,343.331
237.5,246.766
238.5,471.909
239.5,137.416
240.5,203.445
241.5,296.974
242.5,262.72
243.5,325.555
244.5,198.365
245.5,92.6127
246.5,106.896
247.5,128.838
248.5,93.1765
249.5,0
250.5,0
251.5,0
252.5,0
253.5,0
254.5,0
255.5,0
256.5,0
257.5,0
258.5,6.14412
259.5,173.61
260.5,145.874
261.5,51.7213
262.5,38.8976
263.5,31.0061
264.5,33.8893
265.5,73.9428
266.5,64.4618
267.5,0
268.5,0
269.5,53.4793
270.5,109.864
271.5,140.784
272.5,164.768
273.5,232.802
274.5,230.946
275.5,200.658
276.5,232.192
277.5,255.389
278.5,271.348
279.5,259.659
280.5,273.17
281.5,206.614
282.5,261.86
283.5,307.472
284.5,319.663
285.5,322.429
286.5,391.085
287.5,397.67
288.5,456.854
289.5,512.202
290.5,601.134
291.5,594.718
292.5,599.708
293.5,618.965
294.5,614.686
295.5,591.149
296.5,605.569
297.5,544.551
298.5,478.7
299.5,312.13
300.5,167.618
301.5,76.7594
302.5,27.8025
303.5,0
304.5,0
305.5,0
306.5,42.4846
307.5,81.0108
308.5,69.1953
309.5,68.0727
310.5,189.2
311.5,171.93
312.5,145.123
313.5,135.251
314.5,115.471
315.5,104.301
316.5,80.0974
317.5,0
318.5,0
319.5,0
320.5,0
321.5,0
322.5,0
323.5,0
324.5,0
325.5,0
326.5,0
327.5,0
328.5,39.2168
329.5,49.0754
330.5,63.2583
331.5,0
332.5,66.8879
333.5,0
334.5,0
335.5,0
336.5,0
337.5,138.298
338.5,236.045
339.5,311.591
340.5,287.682
341.5,318.255
342.5,250.425
