Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,656.529
1.5,453.286
2.5,364.249
3.5,354.297
4.5,282.949
5.5,396.373
6.5,359.447
7.5,199.482
8.5,105.957
9.5,0
10.5,42.2572
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,0
34.5,0
35.5,0
36.5,0
37.5,78.7828
38.5,101.22
39.5,141.519
40.5,112.52
41.5,96.8817
42.5,168.704
43.5,383.967
44.5,405.177
45.5,353.917
46.5,427.087
47.5,518.145
48.5,492.835
49.5,570.17
50.5,566.839
51.5,628.372
52.5,709.974
53.5,832.547
54.5,973.909
55.5,967.472
56.5,836.601
57.5,851.892
58.5,402.504
59.5,355.686
60.5,332.45
61.5,189.613
62.5,146.363
63.5,88.7833
64.5,36.7507
65.5,0
66.5,0
67.5,79.9603
68.5,343.632
69.5,588.35
70.5,598.16
71.5,386.418
72.5,423.571
73.5,421.125
74.5,632.63
75.5,747.728
76.5,698.132
77.5,435.258
78.5,301.077
79.5,289.128
80.5,283.221
81.5,255.12
82.5,147.284
83.5,56.6758
84.5,54.9601
85.5,42.4468
86.5,39.2606
87.5,0
88.5,0
89.5,0
90.5,0
91.5,59.817
92.5,215.115
93.5,297.656
94.5,235.741
95.5,301.589
96.5,392.391
97.5,249.761
98.5,413.464
99.5,478.707
100.5,528.479
101.5,554.655
102.5,415.705
103.5,404.41
104.5,287.76
105.5,195.338
106.5,0
107.5,0
108.5,0
109.5,56.9711
110.5,76.1275
111.5,68.6584
112.5,103.968
113.5,135.37
114.5,335.942
115.5,682.002
116.5,861.968
117.5,776.079
118.5,636.193
119.5,649.522
120.5,751.952
121.5,691.62
122.5,817.929
123.5,799.423
124.5,627.093
125.5,483.685
126.5,523.651
127.5,403.86
128.5,800.6
129.5,877.013
130.5,722.364
131.5,769.611
132.5,749.613
133.5,874.535
134.5,852.907
135.5,756.467
136.5,625.622
137.5,470.82
138.5,407.86
139.5,870.161
140.5,725.054
141.5,507.482
142.5,516.74
143.5,436.424
144.5,348.361
145.5,167.817
146.5,156.206
147.5,115.572
148.5,97.1711
149.5,95.8662
150.5,131.484
151.5,57.4707
152.5,0
153.5,0
154.5,0
155.5,0
156.5,0
157.5,0
158.5,43.6067
159.5,79.598
160.5,117.211
161.5,112.756
162.5,272.373
163.5,298.099
164.5,332.997
165.5,305.11
166.5,339.57
167.5,443.834
168.5,443.454
169.5,434.438
170.5,89.6491
171.5,76.9942
172.5,65.8421
173.5,55.9291
174.5,85.5526
175.5,129.837
176.5,195.487
177.5,221.382
178.5,259.124
179.5,221.687
180.5,255.312
181.5,277.443
182.5,354.7
183.5,349.623
184.5,403.423
185.5,255.608
186.5,245.245
187.5,242.193
188.5,267.235
189.5,167.961
190.5,113.983
191.5,125.496
192.5,134.469
193.5,139.274
194.5,117.442
195.5,132.091
196.5,133.305
197.5,107.929
198.5,56.4573
199.5,65.2565
200.5,76.4333
201.5,0
202.5,43.0056
203.5,113.18
204.5,77.2189
205.5,71.3321
206.5,58.7157
207.5,43.2504
208.5,37.3151
209.5,0
210.5,14.8378
211.5,51.0576
212.5,123.524
213.5,206.043
214.5,147.785
215.5,113.679
216.5,136.996
217.5,250.227
218.5,319.593
219.5,293.631
220.5,207.93
221.5,229.487
222.5,190.232
223.5,179.821
224.5,222.168
225.5,191.992
226.5,123.879
227.5,143.971
228.5,155.349
229.5,167.832
230.5,165.987
231.5,108.804
232.5,106.447
233.5,0
234.5,43.379
235.5,162.263
236.5,297.004
237.5,377.618
238.5,315.05
239.5,325.206
240.5,386.46
241.5,334.882
242.5,191.862
243.5,147.945
244.5,32.409
245.5,86.5122
246.5,441.322
247.5,826.638
248.5,1211.35
249.5,1248.07
250.5,1241.68
251.5,1233.12
252.5,1233.06
253.5,1247.87
254.5,1246.6
255.5,1243.31
256.5,1251.67
257.5,1233.63
258.5,851.861
259.5,1217.17
260.5,1137.76
261.5,1036.05
262.5,1025.51
263.5,1017.08
264.5,1138.93
265.5,1176.84
266.5,724.511
267.5,253.466
268.5,373.036
269.5,454.19
270.5,333.862
271.5,496.803
272.5,254.305
273.5,427.408
274.5,301.093
275.5,310.598
276.5,235.665
277.5,201.297
278.5,228.295
279.5,220.66
280.5,178.738
281.5,47.6795
282.5,47.7846
283.5,268.572
284.5,367.226
285.5,441.946
286.5,336.728
287.5,158.58
288.5,0
289.5,0
290.5,0
291.5,0
292.5,0
293.5,0
294.5,0
295.5,0
296.5,36.0576
297.5,109.633
298.5,55.5094
299.5,49.0229
300.5,47.9819
301.5,48.9404
302.5,47.0714
303.5,42.5138
304.5,47.7034
305.5,44.4224
306.5,41.1635
307.5,68.5162
308.5,240.453
309.5,412.208
310.5,375.067
311.5,354.515
312.5,362.939
313.5,249.045
314.5,175.684
315.5,300.224
316.5,348.186
317.5,274.98
318.5,216.897
319.5,90.2925
320.5,240.591
321.5,119.301
322.5,0
323.5,0
324.5,0
325.5,0
326.5,0
327.5,40.8989
328.5,90.2263
329.5,169.11
330.5,305.612
331.5,369.512
332.5,380.261
333.5,290.172
334.5,257.711
335.5,372.687
336.5,693.692
337.5,1097.1
338.5,667.919
339.5,672.861
340.5,1193.35
341.5,1154.71
342.5,1157.98
343.5,1151.57
344.5,1082.14
345.5,1170.55
346.5,1027.09
347.5,1142.67
348.5,1135.75
349.5,1150.23
350.5,1208.08
351.5,1236.27
352.5,1231.06
353.5,1227.05
354.5,1221.26
355.5,1219.79
356.5,1247.17
357.5,1251.67
358.5,1228.58
359.5,1226.41
360.5,649.259
361.5,343.471
362.5,482.354
363.5,555.268
364.5,607.454
365.5,808.497
366.5,442.528
367.5,658.214
368.5,776.83
369.5,1178.59
370.5,1004.06
371.5,1127.31
372.5,1139.53
373.5,1247.98
374.5,1250.47
375.5,1251.67
376.5,1251.67
377.5,1210.61
378.5,1191.82
379.5,1026
380.5,719.719
381.5,613.632
382.5,348.61
383.5,289.447
384.5,908.952
385.5,868.912
386.5,1063.99
387.5,760.115
388.5,522.103
389.5,452.166
390.5,571.55
391.5,547.657
392.5,250.488
393.5,286.086
394.5,216.747
395.5,156.597
396.5,88.5752
397.5,5.59977
398.5,0
399.5,0
400.5,0
401.5,33.5058
402.5,103.758
403.5,149.961
404.5,270.689
405.5,245.858
406.5,385.666
407.5,496.65
408.5,478.896
409.5,449.553
410.5,672.201
411.5,358.467
412.5,288.27
413.5,385.608
414.5,163.85
415.5,67.0093
416.5,738.585
417.5,480.734
418.5,260.838
419.5,419.511
420.5,261.452
421.5,244.327
422.5,322.993
423.5,337.795
424.5,332.412
425.5,90.0593
426.5,263.221
