Hours since 00:00 Jan 1,Hourly Data: System power generated (kW)
0.5,560.446
1.5,725.764
2.5,845.144
3.5,1042.88
4.5,818.702
5.5,647.647
6.5,567.93
7.5,422.483
8.5,356.899
9.5,268.828
10.5,183.38
11.5,156.39
12.5,167.504
13.5,208.586
14.5,188.085
15.5,199.417
16.5,162.877
17.5,76.598
18.5,61.2229
19.5,132.11
20.5,51.6964
21.5,32.0511
22.5,0
23.5,0
24.5,0
25.5,0
26.5,76.4085
27.5,75.7813
28.5,128.714
29.5,103.836
30.5,151.41
31.5,169.362
32.5,177.531
33.5,122.796
34.5,70.0889
35.5,77.3415
36.5,62.5197
37.5,79.6651
38.5,74.0744
39.5,63.9223
40.5,85.8006
41.5,82.3388
42.5,196.482
43.5,279.364
44.5,283.473
45.5,305.92
46.5,282.502
47.5,353.656
48.5,325.45
49.5,298.827
50.5,265.922
51.5,252.765
52.5,265.426
53.5,260.906
54.5,329.716
55.5,405.539
56.5,394.759
57.5,196.465
58.5,83.4541
59.5,103.187
60.5,51.0116
61.5,0
62.5,0
63.5,0
64.5,0
65.5,0
66.5,0
67.5,0
68.5,0
69.5,0
70.5,0
71.5,0
72.5,0.294891
73.5,0
74.5,31.2076
75.5,35.4486
76.5,0
77.5,0
78.5,60.3465
79.5,74.7229
80.5,93.3703
81.5,120.007
82.5,62.3075
83.5,168.365
84.5,199.706
85.5,221.29
86.5,291.901
87.5,366.134
88.5,305.998
89.5,310.729
90.5,194.71
91.5,275.889
92.5,379.807
93.5,266.707
94.5,386.606
95.5,263.64
96.5,198.201
97.5,130.198
98.5,150.991
99.5,155.708
100.5,122.932
101.5,100.229
102.5,50.0232
103.5,61.8124
104.5,93.1909
105.5,440.475
106.5,282.669
107.5,344.093
108.5,201.544
109.5,229.266
110.5,305.305
111.5,286.257
112.5,161.994
113.5,158.798
114.5,711.841
115.5,710.047
116.5,631.579
117.5,609.104
118.5,588.508
119.5,705.982
120.5,573.072
121.5,545.365
122.5,572.316
123.5,532.394
124.5,573.235
125.5,487.497
126.5,438.814
127.5,467.208
128.5,415.099
129.5,110.817
130.5,0
131.5,0
132.5,0
133.5,0
134.5,0
135.5,46.1399
136.5,46.1399
137.5,72.3242
138.5,85.5472
139.5,135.285
140.5,158.999
141.5,188.034
142.5,215.723
143.5,213.629
144.5,69.0998
145.5,118.423
146.5,147.313
147.5,188.501
148.5,41.2387
149.5,154.975
150.5,339.103
151.5,261.041
152.5,190.678
153.5,82.7941
154.5,44.5243
155.5,76.5962
156.5,101.604
157.5,167.254
158.5,149.965
159.5,236.299
160.5,233.562
161.5,283.315
162.5,371.534
163.5,346.551
164.5,134.203
165.5,57.5691
166.5,146.968
167.5,65.7067
168.5,78.945
169.5,268.539
170.5,310.647
171.5,167.627
172.5,74.1806
173.5,46.3219
174.5,14.2022
175.5,65.1833
176.5,60.3331
177.5,0
178.5,0
179.5,0
180.5,35.6527
181.5,59.6167
182.5,70.4109
183.5,113.62
184.5,4.56012
185.5,0
186.5,0
187.5,0
188.5,0
189.5,0
190.5,91.5698
191.5,214.051
192.5,625.245
193.5,683.94
194.5,670.671
195.5,716.673
196.5,718.675
197.5,845.952
198.5,1100.99
199.5,1048.82
200.5,1017.48
201.5,981.444
202.5,676.445
203.5,878.399
204.5,1002.73
205.5,953.361
206.5,1096.82
207.5,1153.52
208.5,660.18
209.5,745.276
210.5,1102.63
211.5,1202.73
212.5,1229.49
213.5,1248.41
214.5,952.338
215.5,973.916
216.5,696.159
217.5,260.517
218.5,248.257
219.5,282.586
220.5,164.274
221.5,319.095
222.5,261.629
223.5,164.545
224.5,109.441
225.5,84.4736
226.5,109.588
227.5,39.3011
228.5,0
229.5,85.4442
230.5,0
231.5,29.8376
232.5,18.812
233.5,48.5071
234.5,162.462
235.5,151.25
236.5,186.662
237.5,236.156
238.5,309.643
239.5,158.397
240.5,188.582
241.5,291.161
242.5,265.77
243.5,349.021
244.5,439.259
245.5,614.737
246.5,618.213
247.5,873.216
248.5,843.594
249.5,1150.59
250.5,1144.29
251.5,602.716
252.5,182.863
253.5,1250.11
254.5,1251.67
255.5,1251.67
256.5,886.24
257.5,75.3036
258.5,180.38
259.5,569.091
260.5,1145.88
261.5,1156.09
262.5,605.646
263.5,603.533
264.5,718.318
265.5,963.03
266.5,598.013
267.5,356.302
268.5,438.48
269.5,605.032
270.5,545.62
271.5,619.404
272.5,562.68
273.5,654.758
274.5,608.75
275.5,197.668
276.5,155.146
277.5,177.489
278.5,157.851
279.5,204.765
280.5,168.471
281.5,238.771
282.5,232.925
283.5,251.384
284.5,89.6187
285.5,380.316
286.5,474.758
287.5,365.608
288.5,409.192
289.5,414.621
290.5,267.909
291.5,372.998
292.5,283.776
293.5,347.878
294.5,211.043
295.5,425.292
296.5,377.689
297.5,506.159
298.5,285.787
299.5,70.8117
300.5,53.3505
301.5,0
302.5,0
303.5,0
304.5,0
305.5,0
306.5,7.90753
307.5,33.1916
308.5,39.261
309.5,52.2203
310.5,107.226
311.5,86.7204
312.5,75.6877
313.5,41.2477
314.5,67.1144
315.5,53.3019
316.5,53.8831
317.5,26.6204
318.5,14.6899
319.5,37.066
320.5,29.3086
321.5,73.3836
322.5,67.4505
323.5,61.4187
324.5,49.9078
325.5,72.7205
326.5,61.837
327.5,57.9324
328.5,54.3623
329.5,56.6791
330.5,94.6277
331.5,42.8072
332.5,79.0714
333.5,70.2858
334.5,91.8815
335.5,0
336.5,0
337.5,48.5297
338.5,84.6024
339.5,32.2361
340.5,44.7496
341.5,0
342.5,53.8268
343.5,0
344.5,11.7229
345.5,0
346.5,0
347.5,0
348.5,0
349.5,10.1589
350.5,3.84525
351.5,26.1554
352.5,38.2799
353.5,0
354.5,0
355.5,0
356.5,0
357.5,15.2987
358.5,121.022
359.5,146.473
360.5,167.504
361.5,400.92
362.5,501.637
363.5,448.105
364.5,361.831
365.5,451.157
366.5,436.521
367.5,399.592
368.5,461.653
369.5,582.695
370.5,193.42
371.5,265.731
372.5,373.192
373.5,410.315
374.5,473.501
375.5,459.169
376.5,302.395
377.5,252.39
378.5,594.591
379.5,521.657
380.5,651.043
381.5,613.29
382.5,940.998
383.5,887.606
384.5,857.071
385.5,858.577
386.5,891.833
387.5,959.586
388.5,960.956
389.5,929.246
